flat_index,place_index,view_index,place_label,donor_flat_index,donor_place_index,donor_place_label,latitude,longitude,year,month,heading,aligned_confidence_mean,shuffled_confidence_mean,aligned_delta_mean,aligned_delta_abs_mean,aligned_delta_abs_max,shuffled_delta_mean,shuffled_delta_abs_mean,shuffled_delta_abs_max,delta_abs_difference_mean,delta_abs_difference_max,target_abs_difference_mean,target_spatial_correlation,aligned_target_std,shuffled_target_std,selected,selection_reason
75,18,3,923,71,17,647,6.24820835005114,-75.58642874738811,2015.0,9.0,76.0,0.3985508382320404,0.45455560088157654,0.00438223872333765,0.050762541592121124,0.3143453299999237,-0.002444314304739237,0.06905268877744675,0.40697288513183594,0.05814744159579277,0.37988850474357605,0.10241471230983734,0.9690018892288208,0.7834518551826477,0.7999610304832458,False,
76,19,0,823,72,18,923,6.246094855537528,-75.5800947247893,2019.0,6.0,251.0,0.4428393244743347,0.45833852887153625,0.0010052846046164632,0.08246921747922897,0.46579286456108093,0.0019472753629088402,0.10288742929697037,0.7609304785728455,0.08991590142250061,0.6729061603546143,0.10393574833869934,0.9652293920516968,0.7557104825973511,0.7448121905326843,False,
77,19,1,823,73,18,923,6.24611550136464,-75.5801068945555,2017.0,6.0,252.0,0.45256510376930237,0.3846653401851654,0.002975700655952096,0.0804208368062973,0.45394957065582275,0.009202009066939354,0.08791588991880417,0.7374372482299805,0.08558110892772675,0.6200606822967529,0.07609178870916367,0.9831185340881348,0.7769750356674194,0.7774133682250977,False,
78,19,2,823,74,18,923,6.246080727152913,-75.5801223438359,2016.0,3.0,242.0,0.41948965191841125,0.4631976783275604,0.007828326895833015,0.07080169767141342,0.5664039850234985,0.005862451158463955,0.08431683480739594,0.5124330520629883,0.08022072166204453,0.6843973994255066,0.05775909498333931,0.9930010437965393,0.80408775806427,0.8012455105781555,False,
79,19,3,823,75,18,923,6.246077776320409,-75.5800981294632,2017.0,7.0,225.0,0.4765058159828186,0.3985508382320404,0.004318855237215757,0.07885970175266266,0.6016430854797363,0.011731159873306751,0.07579711824655533,0.42718809843063354,0.08172941207885742,0.375313401222229,0.09847191721200943,0.9775190353393555,0.7818799614906311,0.7816035747528076,False,
80,20,0,163,76,19,823,6.234011228488777,-75.60442225373248,2015.0,9.0,266.0,0.44261762499809265,0.4428393244743347,0.013607189059257507,0.11729225516319275,0.6456085443496704,0.015430168248713017,0.12454718351364136,0.6332753896713257,0.10959304124116898,0.6196916103363037,0.0748656764626503,0.9876185059547424,0.7939255237579346,0.7857940196990967,False,
81,20,1,163,77,19,823,6.234016194292455,-75.60443092354322,2019.0,1.0,270.0,0.41264623403549194,0.45256510376930237,0.0035141424741595984,0.09174893796443939,1.003584623336792,0.008983452804386616,0.10590922832489014,0.7523733973503113,0.09211631864309311,0.7797917127609253,0.07252276688814163,0.9835392236709595,0.8404494524002075,0.8373875021934509,False,
82,20,2,163,78,19,823,6.234006967710849,-75.60440508680574,2013.0,5.0,258.0,0.43004313111305237,0.41948965191841125,-5.790317663922906e-05,0.11153856664896011,0.8243997693061829,0.0027943251188844442,0.12286180257797241,1.0849639177322388,0.10684344172477722,0.6334664821624756,0.0690862163901329,0.9848842024803162,0.8339532613754272,0.8303523659706116,False,
83,20,3,163,79,19,823,6.234019514771752,-75.60442605806269,2017.0,8.0,257.0,0.4027548134326935,0.4765058159828186,0.004635077901184559,0.0783558115363121,0.6039772033691406,0.00322304992005229,0.11578177660703659,0.4952751696109772,0.10306193679571152,0.4979006350040436,0.06181308627128601,0.9912739396095276,0.8439657092094421,0.8375635147094727,False,
84,21,0,779,80,20,163,6.245106442840507,-75.57146879468797,2014.0,9.0,536.0,0.44738084077835083,0.44261762499809265,0.009585547260940075,0.12009500712156296,0.5851907730102539,0.007280200254172087,0.13827095925807953,0.7586192488670349,0.13363054394721985,0.8100686073303223,0.1106295958161354,0.967731773853302,0.8139599561691284,0.8131353855133057,False,
85,21,1,779,81,20,163,6.245047292899907,-75.57145819454647,2014.0,8.0,545.0,0.4553334712982178,0.41264623403549194,0.010322855785489082,0.0845382958650589,1.26851224899292,0.012058926746249199,0.11121287941932678,1.1252557039260864,0.12088696658611298,1.2032124996185303,0.08398732542991638,0.9759882092475891,0.816537082195282,0.8214129209518433,False,
86,21,2,779,82,20,163,6.245066502224142,-75.57149759297043,2017.0,6.0,525.0,0.4873831570148468,0.43004313111305237,0.02439519762992859,0.15330179035663605,1.023221731185913,0.01193755492568016,0.14441372454166412,0.8075308799743652,0.12717366218566895,0.6072031259536743,0.10947507619857788,0.9675071239471436,0.798126220703125,0.8054498434066772,True,top_aligned_delta
87,21,3,779,83,20,163,6.245059976818654,-75.57141056104669,2019.0,3.0,522.0,0.42502889037132263,0.4027548134326935,0.009666204452514648,0.10398044437170029,0.4237045645713806,0.009519120678305626,0.11621309816837311,0.7819048166275024,0.10582148283720016,0.7190405130386353,0.08712300658226013,0.9770476222038269,0.8232971429824829,0.8165116906166077,False,
88,22,0,1034,84,21,779,6.250010569099807,-75.58144689840968,2014.0,2.0,507.0,0.4310869574546814,0.44738084077835083,0.0063005187548696995,0.07801734656095505,0.32512640953063965,0.005378455389291048,0.08517426997423172,0.5136033296585083,0.0752280205488205,0.4796384572982788,0.06690860539674759,0.9896481037139893,0.8192017078399658,0.8176059722900391,False,
89,22,1,1034,85,21,779,6.249995081480183,-75.58145545416994,2015.0,10.0,521.0,0.4596731960773468,0.4553334712982178,4.8708247049944475e-05,0.07265854626893997,0.4504942297935486,-0.0014716620789840817,0.07821162790060043,0.37362104654312134,0.07587988674640656,0.3612239956855774,0.05516346916556358,0.9915153384208679,0.7880659103393555,0.7820997834205627,False,
90,22,2,1034,86,21,779,6.249994212791297,-75.58145218800091,2019.0,4.0,513.0,0.4416778087615967,0.4873831570148468,0.005760473664849997,0.04939873516559601,0.26356759667396545,0.0032187323085963726,0.06765245646238327,0.28003114461898804,0.057485464960336685,0.23422153294086456,0.07273945957422256,0.9878227710723877,0.7703996300697327,0.7585733532905579,False,
91,22,3,1034,87,21,779,6.250016034551779,-75.58147757171596,2013.0,10.0,509.0,0.45509806275367737,0.42502889037132263,-0.0001513187016826123,0.06876124441623688,0.47422924637794495,0.0006750802276656032,0.065507672727108,0.30756792426109314,0.07018610835075378,0.3851144313812256,0.07051239907741547,0.9883385896682739,0.7886359691619873,0.7878126502037048,False,
92,23,0,431,88,22,1034,6.23886742856752,-75.60143426548991,2019.0,6.0,293.0,0.43192899227142334,0.4310869574546814,0.016132354736328125,0.08820280432701111,0.3895058333873749,0.017003856599330902,0.10993990302085876,0.6442363858222961,0.1072780042886734,0.5267929434776306,0.09214530885219574,0.9754267334938049,0.7741683125495911,0.7787649631500244,False,
93,23,1,431,89,22,1034,6.238890061847028,-75.6014309699944,2017.0,7.0,317.0,0.42844125628471375,0.4596731960773468,0.01066479180008173,0.07928873598575592,0.33653292059898376,0.009001721628010273,0.08228275924921036,0.461128294467926,0.07989391684532166,0.4570809006690979,0.0631929486989975,0.9889406561851501,0.8415132164955139,0.8398060202598572,False,
94,23,2,431,90,22,1034,6.238867597478778,-75.6014133160137,2013.0,5.0,289.0,0.4366467595100403,0.4416778087615967,0.0065543437376618385,0.06946545094251633,0.44288352131843567,0.010151092894375324,0.07436683773994446,0.3469788432121277,0.06981600821018219,0.38428160548210144,0.0673820897936821,0.989115297794342,0.7524172067642212,0.7589724659919739,False,
95,23,3,431,91,22,1034,6.238866982214056,-75.60145956099252,2019.0,3.0,295.0,0.4559033513069153,0.45509806275367737,0.0007642409764230251,0.0713643953204155,0.2858625054359436,0.016999028623104095,0.11383730173110962,0.7262985110282898,0.09970954060554504,0.7168986797332764,0.10745280236005783,0.971680760383606,0.7271659970283508,0.744232714176178,False,
96,24,0,663,92,23,431,6.243048791857425,-75.58123426377634,2017.0,7.0,252.0,0.4411695897579193,0.43192899227142334,0.01365362387150526,0.10390756279230118,0.9916043877601624,0.007765648420900106,0.11343710869550705,0.7426203489303589,0.10911092162132263,0.8536184430122375,0.08535245060920715,0.9804650545120239,0.7643294334411621,0.7747098207473755,False,
97,24,1,663,93,23,431,6.243054716611812,-75.58121259013814,2019.0,1.0,438.0,0.3799382448196411,0.42844125628471375,-0.0016244491562247276,0.08827972412109375,0.39003950357437134,-0.004372166004031897,0.12423007190227509,0.6381486058235168,0.0929679200053215,0.49741068482398987,0.08399997651576996,0.9795611500740051,0.8436154127120972,0.8410316705703735,False,
98,24,2,663,94,23,431,6.243052232964129,-75.58122170224836,2016.0,3.0,251.0,0.3972647488117218,0.4366467595100403,0.00776830967515707,0.09743242710828781,0.43441611528396606,-0.00553944380953908,0.13257703185081482,0.6916477680206299,0.09717867523431778,0.5066378116607666,0.09822599589824677,0.9722939729690552,0.8100212216377258,0.8014194369316101,False,
99,24,3,663,95,23,431,6.24303890972422,-75.58122667395827,2015.0,9.0,253.0,0.3946421146392822,0.4559033513069153,0.004740893375128508,0.08988381177186966,0.7291209697723389,-0.001060235546901822,0.1143822968006134,0.6006156802177429,0.09117511659860611,0.4511823058128357,0.09123645722866058,0.9800096750259399,0.8178562521934509,0.817650318145752,False,
100,25,0,84,96,24,663,6.232007151031313,-75.57742571929143,2014.0,4.0,331.0,0.4251992404460907,0.4411695897579193,0.009443731047213078,0.07486340403556824,0.4394386410713196,0.013526933267712593,0.11441395431756973,0.6354612112045288,0.09481963515281677,0.8595411777496338,0.06137485057115555,0.988085150718689,0.8593856692314148,0.8636862635612488,False,
101,25,1,84,97,24,663,6.232028957009744,-75.57743062880434,2015.0,1.0,322.0,0.4003326892852783,0.3799382448196411,0.008535753935575485,0.06225941702723503,0.3918769657611847,0.005237094592303038,0.0758480429649353,0.5073785781860352,0.06130468472838402,0.612403392791748,0.01790136843919754,0.9991551637649536,0.8556078672409058,0.8558933734893799,False,
102,25,2,84,98,24,663,6.232028993358042,-75.57746549584341,2014.0,9.0,305.0,0.35643845796585083,0.3972647488117218,0.004839926492422819,0.05815752223134041,0.7502803802490234,0.010312236845493317,0.09971589595079422,0.8479467630386353,0.0973425805568695,1.0375888347625732,0.06611431390047073,0.9832015037536621,0.7564441561698914,0.7676169276237488,False,
103,25,3,84,99,24,663,6.23203090330954,-75.57746480756288,2018.0,12.0,309.0,0.42877134680747986,0.3946421146392822,0.017140958458185196,0.0858864039182663,0.48752957582473755,0.016407232731580734,0.10238150507211685,0.5096015334129333,0.09357057511806488,0.5195688605308533,0.046454571187496185,0.9927658438682556,0.8696476221084595,0.8705452084541321,False,
104,26,0,944,100,25,84,6.247990792701188,-75.56558360569764,2015.0,1.0,342.0,0.4485112428665161,0.4251992404460907,0.006224561482667923,0.07893206924200058,0.4504888951778412,0.0011113861110061407,0.08910316228866577,0.8086848258972168,0.07841269671916962,0.5530014038085938,0.12855404615402222,0.9543115496635437,0.8310648202896118,0.8135170340538025,False,
105,26,1,944,101,25,84,6.248018738942647,-75.56552318733235,2014.0,7.0,355.0,0.4527438282966614,0.4003326892852783,0.01083441823720932,0.09059127420186996,0.5559066534042358,0.014459124766290188,0.10707292705774307,0.742353618144989,0.10133696347475052,0.526360034942627,0.11828239262104034,0.9696189165115356,0.7750635743141174,0.7839937806129456,False,
106,26,2,944,102,25,84,6.247974778885447,-75.5655540251429,2019.0,3.0,361.0,0.4595293402671814,0.35643845796585083,0.005400028079748154,0.09185035526752472,0.4899236261844635,0.0028140631038695574,0.08772449940443039,0.46384498476982117,0.08321468532085419,0.4429618716239929,0.06584353744983673,0.9866001605987549,0.7368678450584412,0.7514438629150391,False,
107,26,3,944,103,25,84,6.247992571428174,-75.56554578096811,2014.0,4.0,362.0,0.44011828303337097,0.42877134680747986,0.003797902027145028,0.09189751744270325,0.695388913154602,-3.279365409980528e-05,0.09783236682415009,0.7732669711112976,0.0831049382686615,0.6217487454414368,0.10555852949619293,0.9689249396324158,0.7671734094619751,0.7912845611572266,False,
108,27,0,185,104,26,944,6.233914546148845,-75.58271012373451,2019.0,6.0,359.0,0.4176044166088104,0.4485112428665161,0.006451398599892855,0.060464274138212204,0.283149778842926,0.007679574191570282,0.0801229402422905,0.3489513397216797,0.06391958147287369,0.40680480003356934,0.08205600082874298,0.9817008972167969,0.7741463780403137,0.7784896492958069,False,
109,27,1,185,105,26,944,6.233908079570689,-75.58270807581756,2017.0,6.0,345.0,0.4326881766319275,0.4527438282966614,0.0052157677710056305,0.055926911532878876,0.6237788796424866,0.0013362416066229343,0.07645931094884872,0.4927881062030792,0.0665443018078804,0.3653668761253357,0.09080870449542999,0.9766485691070557,0.7779999375343323,0.784413754940033,False,
110,27,2,185,106,26,944,6.233935886000271,-75.58270200436739,2017.0,7.0,368.0,0.42911016941070557,0.4595293402671814,0.006248870864510536,0.056073855608701706,0.32399630546569824,0.0009912782115861773,0.0654381662607193,0.5554682612419128,0.0544351264834404,0.38471317291259766,0.08445805311203003,0.98324054479599,0.7691501975059509,0.7780715823173523,False,
111,27,3,185,107,26,944,6.233936329768725,-75.58273358052547,2013.0,5.0,339.0,0.41776135563850403,0.44011828303337097,0.006037586368620396,0.07016422599554062,0.4079802632331848,0.0026772916316986084,0.08395674079656601,0.5065972805023193,0.08360671997070312,0.3980623483657837,0.07088839262723923,0.9857970476150513,0.7824603915214539,0.7879557013511658,False,
112,28,0,134,108,27,185,6.23318212618839,-75.58042736487471,2017.0,7.0,289.0,0.3783304691314697,0.4176044166088104,0.022845249623060226,0.09124750643968582,1.0647982358932495,0.009892057627439499,0.12451257556676865,0.8908163905143738,0.11728837341070175,0.8361798524856567,0.05055977404117584,0.9937612414360046,0.8640376329421997,0.8653464913368225,False,
113,28,1,134,109,27,185,6.233179932451555,-75.58042663895945,2013.0,5.0,262.0,0.3925376534461975,0.4326881766319275,0.029321471229195595,0.12236150354146957,0.5247278809547424,0.0076202694326639175,0.1494276225566864,0.640082061290741,0.13363142311573029,0.6342666149139404,0.07199311256408691,0.9851422905921936,0.8504635691642761,0.8479679822921753,False,
114,28,2,134,110,27,185,6.233205673231857,-75.5804160703706,2019.0,1.0,280.0,0.4213406443595886,0.42911016941070557,0.004131034482270479,0.07835166901350021,0.4430503249168396,0.00047019959311001003,0.11140196770429611,0.8250755667686462,0.11217541247606277,0.48012179136276245,0.06295353919267654,0.9900100827217102,0.7910568118095398,0.7857863903045654,False,
115,28,3,134,111,27,185,6.233184952927508,-75.58043047574242,2016.0,3.0,288.0,0.4500645101070404,0.41776135563850403,0.014028414152562618,0.0889502763748169,0.3760834336280823,0.006091173272579908,0.08495166152715683,0.5987899303436279,0.08977995067834854,0.4724781811237335,0.0923074334859848,0.9795038104057312,0.795602560043335,0.80229252576828,False,
116,29,0,74,112,28,134,6.231826628709253,-75.5874932164232,2015.0,1.0,488.0,0.45583173632621765,0.3783304691314697,-0.0020592145156115294,0.0906735360622406,0.72635817527771,0.014499153010547161,0.10716691613197327,0.7598073482513428,0.10132235288619995,0.4838106632232666,0.08813700079917908,0.9797486662864685,0.8212350010871887,0.8225076198577881,False,
117,29,1,74,113,28,134,6.231843934530048,-75.58748880691999,2017.0,8.0,473.0,0.46943601965904236,0.3925376534461975,0.00024780858075246215,0.08370864391326904,0.47030842304229736,0.015041203238070011,0.12100525200366974,1.0054609775543213,0.10778354108333588,0.7904806137084961,0.12283263355493546,0.967427134513855,0.7420285940170288,0.767882764339447,False,
118,29,2,74,114,28,134,6.231848309700529,-75.58749128546656,2019.0,6.0,470.0,0.4288164973258972,0.4213406443595886,0.008070163428783417,0.09292735159397125,0.4042389392852783,0.0005900132819078863,0.12964212894439697,0.8858452439308167,0.11178670823574066,0.7371240854263306,0.10698138922452927,0.9765608906745911,0.7306355834007263,0.7477532029151917,False,
119,29,3,74,115,28,134,6.231823131040676,-75.58750264143069,2013.0,7.0,475.0,0.4531742036342621,0.4500645101070404,-0.007625286467373371,0.12290207296609879,0.7453023195266724,0.011353913694620132,0.11648514866828918,0.8279323577880859,0.12308657169342041,0.6291906237602234,0.10358180105686188,0.9742057919502258,0.7684324383735657,0.7635579109191895,False,
120,30,0,658,116,29,74,6.242873959128627,-75.58637947793703,2015.0,11.0,601.0,0.4771977663040161,0.45583173632621765,0.006780248135328293,0.07170623540878296,0.30242857336997986,0.0016410439275205135,0.08328282833099365,0.5921985507011414,0.0794963464140892,0.5185052156448364,0.0973411276936531,0.9758672714233398,0.7364965081214905,0.7450641989707947,False,
121,30,1,658,117,29,74,6.242889972220597,-75.58637334072364,2013.0,10.0,608.0,0.46107327938079834,0.46943601965904236,-0.002139338990673423,0.07069086283445358,0.3321017622947693,-0.007343531120568514,0.08301049470901489,0.5251213312149048,0.07593278586864471,0.4872052073478699,0.10678540170192719,0.9724739789962769,0.761954665184021,0.7888971567153931,False,
122,30,2,658,118,29,74,6.242863312184149,-75.58639546236375,2016.0,3.0,602.0,0.48108938336372375,0.4288164973258972,0.005099995527416468,0.0940890833735466,0.8161833882331848,0.0015558479353785515,0.09113148599863052,0.7280818819999695,0.08462556451559067,0.8552277088165283,0.09587231278419495,0.9814393520355225,0.7483376860618591,0.7409999966621399,False,
123,30,3,658,119,29,74,6.242877357279483,-75.58638404663915,2018.0,12.0,624.0,0.4505266547203064,0.4531742036342621,0.0014414157485589385,0.06998825818300247,0.35657286643981934,-9.964375931303948e-05,0.08471512049436569,0.5285196900367737,0.08409105241298676,0.6088401079177856,0.09460713714361191,0.9752240777015686,0.7977674007415771,0.8053759932518005,False,
124,31,0,608,120,30,658,6.242075094238416,-75.58350950449767,2015.0,10.0,488.0,0.40198439359664917,0.4771977663040161,0.005761934909969568,0.09035119414329529,0.6182812452316284,0.015459383837878704,0.11340411007404327,0.4594312310218811,0.08537573367357254,0.37975290417671204,0.10576698929071426,0.9708786010742188,0.7582334876060486,0.7354356050491333,False,
125,31,1,608,121,30,658,6.242051937355587,-75.58351365723634,2013.0,8.0,471.0,0.39629316329956055,0.46107327938079834,0.005000309087336063,0.06449228525161743,0.3093101680278778,-0.0021351752802729607,0.08185475319623947,0.5208774209022522,0.0740932822227478,0.5271779298782349,0.04535020887851715,0.9948743581771851,0.8106233477592468,0.8135879039764404,False,
126,31,2,608,122,30,658,6.242080620542633,-75.5835126885706,2015.0,9.0,482.0,0.37251904606819153,0.48108938336372375,0.016455598175525665,0.0943235456943512,0.6903790831565857,0.014711307361721992,0.1265699416399002,0.8621276617050171,0.1020737737417221,0.6139637231826782,0.09812100231647491,0.9742860198020935,0.7511850595474243,0.7687002420425415,False,
127,31,3,608,123,30,658,6.242063361315354,-75.58351903012145,2013.0,10.0,484.0,0.40807607769966125,0.4505266547203064,0.003104336792603135,0.07416781783103943,0.32715219259262085,0.0006731148459948599,0.09746593236923218,0.4206134080886841,0.0865405946969986,0.4258597791194916,0.08723436295986176,0.9807866811752319,0.757037341594696,0.7458644509315491,False,
128,32,0,919,124,31,608,6.247950170711445,-75.5904984798897,2013.0,5.0,602.0,0.4308602511882782,0.40198439359664917,0.0072590988129377365,0.10961803793907166,0.7368594408035278,-0.0039270357228815556,0.1334039866924286,0.6889423727989197,0.11647317558526993,0.5455079078674316,0.0976678729057312,0.9767166972160339,0.798610270023346,0.808155357837677,False,
129,32,1,919,125,31,608,6.247952968292237,-75.59050718567433,2015.0,1.0,588.0,0.4337974190711975,0.39629316329956055,0.002149374922737479,0.09009504318237305,0.386028915643692,0.0045572384260594845,0.0978427603840828,0.3914940655231476,0.08033592253923416,0.3375965356826782,0.07106272876262665,0.9883440732955933,0.8245444893836975,0.816132664680481,False,
130,32,2,919,126,31,608,6.247959079660496,-75.59052820564575,2017.0,7.0,585.0,0.4385650157928467,0.37251904606819153,0.0034210775047540665,0.08363813906908035,0.5763635039329529,0.0024606098886579275,0.07763507217168808,0.5292683243751526,0.06943164765834808,0.48724567890167236,0.06114240735769272,0.9901187419891357,0.8551303744316101,0.8541894555091858,False,
131,32,3,919,127,31,608,6.247946822345534,-75.5905020028693,2013.0,10.0,588.0,0.4097402095794678,0.40807607769966125,0.012295576743781567,0.10143237560987473,0.40613260865211487,0.009897650219500065,0.12174654006958008,0.740863561630249,0.10661418735980988,0.7112927436828613,0.13037844002246857,0.9557689428329468,0.7969347238540649,0.8101593255996704,False,
132,33,0,765,128,32,919,6.245126858261235,-75.58534417534243,2015.0,1.0,354.0,0.45213910937309265,0.4308602511882782,0.0011445597046986222,0.08045847713947296,0.36837273836135864,0.006206419784575701,0.07592274993658066,0.6566547155380249,0.07181662321090698,0.5911693572998047,0.05175904184579849,0.9916440844535828,0.8176931738853455,0.8214966058731079,False,
133,33,1,765,129,32,919,6.245145514527412,-75.5853391763001,2015.0,10.0,545.0,0.38046327233314514,0.4337974190711975,0.00290671456605196,0.060883209109306335,0.3665676414966583,0.005008368287235498,0.066203773021698,0.4189736843109131,0.061715129762887955,0.35492581129074097,0.05154614523053169,0.9925644397735596,0.8202875852584839,0.8334372639656067,False,
134,33,2,765,130,32,919,6.245159426859326,-75.58536572158496,2019.0,6.0,551.0,0.4069170355796814,0.4385650157928467,-0.0017264579655602574,0.06163638085126877,0.34588423371315,-0.001384757342748344,0.07345888763666153,0.44030338525772095,0.058753710240125656,0.35313358902931213,0.07512176781892776,0.9850738048553467,0.8308486342430115,0.8286741971969604,False,
135,33,3,765,131,32,919,6.24513541998403,-75.5853459999527,2013.0,10.0,348.0,0.41424188017845154,0.4097402095794678,0.0006457080016843975,0.05867952108383179,0.2645016014575958,0.0002111786452587694,0.05788852274417877,0.2612988352775574,0.05137556418776512,0.26446953415870667,0.10339704155921936,0.9740577936172485,0.8286142349243164,0.8141726851463318,False,
136,34,0,875,132,33,765,6.246998195035992,-75.58168371828656,2019.0,1.0,355.0,0.39664319157600403,0.45213910937309265,0.005680541507899761,0.06668727844953537,0.24213971197605133,0.0038167976308614016,0.08647549152374268,0.4298790395259857,0.06616667658090591,0.39830830693244934,0.13805976510047913,0.9465669989585876,0.762187123298645,0.7272650599479675,False,
137,34,1,875,133,33,765,6.247001094327682,-75.58168428825611,2019.0,6.0,352.0,0.42052599787712097,0.38046327233314514,0.00634903134778142,0.057376593351364136,0.3015579283237457,0.005696299020200968,0.055031582713127136,0.3145645558834076,0.042471855878829956,0.17909269034862518,0.05293317139148712,0.9913972020149231,0.7149872779846191,0.7173998951911926,False,
138,34,2,875,134,33,765,6.247019963154075,-75.58168353771481,2014.0,2.0,344.0,0.4364916682243347,0.4069170355796814,0.0070528797805309296,0.07709937542676926,0.4192047119140625,-0.0026934114284813404,0.09060725569725037,0.8428953289985657,0.08386632055044174,0.6963148713111877,0.0806284174323082,0.983153760433197,0.7786096930503845,0.7761754989624023,False,
139,34,3,875,135,33,765,6.247016513238201,-75.58168441115114,2013.0,10.0,351.0,0.4004061818122864,0.41424188017845154,0.006904917769134045,0.06962758302688599,0.3564276397228241,0.00892940815538168,0.07643082737922668,0.4690765142440796,0.061161141842603683,0.37518879771232605,0.07960324734449387,0.9789281487464905,0.7605811357498169,0.7637931108474731,False,
140,35,0,86,136,34,875,6.231925442872175,-75.57516906175275,2013.0,10.0,384.0,0.46518629789352417,0.39664319157600403,0.009270637296140194,0.07852338999509811,0.5626431107521057,0.003980773501098156,0.07316882908344269,0.40979301929473877,0.06542185693979263,0.3519729971885681,0.07476823031902313,0.9873705506324768,0.7815163731575012,0.7778264880180359,False,
141,35,1,86,137,34,875,6.231911266599283,-75.57516828819223,2014.0,4.0,375.0,0.44415220618247986,0.42052599787712097,0.009014049544930458,0.08249781280755997,0.48965439200401306,-0.006960684433579445,0.08468402177095413,0.6238434314727783,0.08092834800481796,0.7492309808731079,0.11752825975418091,0.9610611200332642,0.7333584427833557,0.7561619877815247,False,
142,35,2,86,138,34,875,6.231923042010463,-75.5751984884781,2014.0,7.0,379.0,0.44966718554496765,0.4364916682243347,-0.0010349942604079843,0.07521981000900269,0.39292407035827637,0.002781110117211938,0.09029339998960495,0.6688345670700073,0.08940676599740982,0.7552307844161987,0.09007473289966583,0.967553973197937,0.7769756317138672,0.7805815935134888,False,
143,35,3,86,139,34,875,6.231934258235008,-75.57515716825401,2014.0,1.0,378.0,0.4387337863445282,0.4004061818122864,0.0018688642885535955,0.06558658927679062,0.3560437858104706,-0.0009141084155999124,0.05949532240629196,0.25819554924964905,0.05764823406934738,0.33250880241394043,0.09112531691789627,0.9772849082946777,0.7936447858810425,0.7985304594039917,False,
144,36,0,722,140,35,86,6.2440276575142,-75.57552102033597,2019.0,6.0,472.0,0.46317461133003235,0.46518629789352417,-0.001784791238605976,0.10492287576198578,0.516474187374115,0.015437884256243706,0.12073881924152374,0.5011255145072937,0.09912952780723572,0.41771379113197327,0.1103547215461731,0.9728451371192932,0.8255886435508728,0.8214886784553528,False,
145,36,1,722,141,35,86,6.244031744680604,-75.57551798772091,2014.0,5.0,486.0,0.47459691762924194,0.44415220618247986,0.021189643070101738,0.10852048546075821,0.5701524019241333,0.010454208590090275,0.10884284228086472,0.6793837547302246,0.1015906035900116,0.5323947668075562,0.0886441320180893,0.9800222516059875,0.8383060097694397,0.8482242226600647,False,
146,36,2,722,142,35,86,6.244051896370225,-75.57551645020527,2015.0,9.0,476.0,0.4824785590171814,0.44966718554496765,0.01539009902626276,0.11478998512029648,0.8594955205917358,0.0069749061949551105,0.10908107459545135,0.9928099513053894,0.10090569406747818,0.805257260799408,0.0963931679725647,0.9743993878364563,0.8200737833976746,0.8220725059509277,False,
147,36,3,722,143,35,86,6.244049096224957,-75.575490219585,2015.0,10.0,460.0,0.4458235204219818,0.4387337863445282,0.0030560509767383337,0.13278307020664215,0.6209173202514648,0.009611846879124641,0.11986055225133896,0.4715976119041443,0.11274073272943497,0.4026442766189575,0.09148991852998734,0.9805134534835815,0.8068476319313049,0.8050639033317566,False,
148,37,0,907,144,36,722,6.247971424632328,-75.60244266777296,2013.0,11.0,336.0,0.3926185965538025,0.46317461133003235,0.01314733736217022,0.08876543492078781,0.6046563386917114,0.010365230962634087,0.11814836412668228,0.5520191788673401,0.09353098273277283,0.6342994570732117,0.10288755595684052,0.9747942090034485,0.7648681402206421,0.7548242807388306,False,
149,37,1,907,145,36,722,6.247968071507587,-75.6024376017069,2019.0,6.0,353.0,0.4443141520023346,0.47459691762924194,0.0015894443495199084,0.08092380315065384,0.6513649225234985,-0.0015163120115175843,0.10646658390760422,0.6550156474113464,0.09550370275974274,0.577472448348999,0.08882419764995575,0.973888099193573,0.6945950388908386,0.677729070186615,False,
150,37,2,907,146,36,722,6.247999619255864,-75.60241946876405,2014.0,1.0,333.0,0.4165855050086975,0.4824785590171814,0.004908200353384018,0.09039071947336197,0.3826918303966522,0.002499087480828166,0.13136893510818481,0.6219986081123352,0.0987885445356369,0.5794482827186584,0.08580991625785828,0.9798362851142883,0.7669869661331177,0.7934340238571167,False,
151,37,3,907,147,36,722,6.247991346702523,-75.60244011987893,2014.0,7.0,340.0,0.3955669701099396,0.4458235204219818,0.01256138551980257,0.08067699521780014,0.47466641664505005,0.009593300521373749,0.11011024564504623,0.705320417881012,0.09495265036821365,0.5625592470169067,0.08344341069459915,0.979515552520752,0.7125834226608276,0.7103537321090698,False,
152,38,0,775,148,37,907,6.244965234515017,-75.57548308809784,2017.0,7.0,90.0,0.40041428804397583,0.3926185965538025,0.01760105974972248,0.09570025652647018,0.6268961429595947,0.01717124693095684,0.10306822508573532,0.7919396758079529,0.09090446680784225,0.704460859298706,0.06088341772556305,0.9835458993911743,0.8458269238471985,0.846586287021637,False,
153,38,1,775,149,37,907,6.244915181917415,-75.57546710576148,2015.0,10.0,97.0,0.45046499371528625,0.4443141520023346,0.014801664277911186,0.09088487178087234,0.43815284967422485,0.016345469281077385,0.12492427229881287,0.8866788148880005,0.11525153368711472,0.8762686252593994,0.08859168738126755,0.971158504486084,0.7486724853515625,0.7543243765830994,False,
